Applicant Details,,"Eligibility Criteria
Decision Box – Eligibility
application_379_bundle.zip,Applicant_379,Community Based Organization,Siaya,Textile,Balanced sheet and statement of cash flows,704529508,Pass,All documents processed,4,"Properly registered, consistent growth, but still small-scale.",4,"Profits growing, good margins, but absolute volumes are small.",5,"Well-defined objectives, competitive edge through training + production.",5,Challenges clearly articulated with practical BDS needs.,4,"Clear participation across value chain, diverse revenue streams, but still low scale.",5,Strong sustainability integration with practical and future initiatives.,,Tier 1,80,80,100,100,80,100,8,16,20,25,12,10,91,0,91,22,
application_380_bundle.zip,Applicant_380,ASS5A9AA9A,Samburu,Construction,Cash based books,711385495,Fail,Incorrect cash based books,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_381_bundle.zip,Applicant_381,BTR/DSS/SHG/8853/2012,Kakamega,Dairy,Mpesa statement,707961166,Fail,Invalid mpesa statements,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_382_bundle.zip,Applicant_382,DSS/WG/381/2004,Kakamega,Dairy,Bank statements,711876046,Fail,Invalid  bank statements,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_383_bundle.zip,Applicant_383,BTR/DSS/YG/5484/2022,Kakamega,Dairy,Bank statement ,740399562,Pass,All documents processed ,4,"Properly registered and active since 2022, but limited operating history reduces track record strength.",5,"Strong profit margins, consistent growth, and formal accounting demonstrate excellent sustainability.",3,Basic current operations; innovation remains at planning stage.,4,"Sustainability practices are present, but risk management measures are not fully developed.",4,"Solid engagement in dairy value chain, but limited to local markets without wider distribution.",4,"Membership growth and strong youth representation are positive, but employment growth is stagnant.",,Tier 1,80,100,60,80,80,80,8,20,12,20,12,8,80,0,80,77,
application_384_bundle.zip,Applicant_384,CS/27531,Wajir,Textile,Bank statement,720019324,Fail,Invalid bank statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_385_bundle.zip,Applicant_385,PVT-JZUGJ5AQ,Bungoma,Construction,Balanced sheet,717213083,Fail,Invalid balance sheet,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_386_bundle.zip,Applicant_386,32394,Marsabit,Other,No financial evidence,722418105,Fail,"Out of scoop in value chain,No financial evidence",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_387_bundle (1).zip,Applicant_387, ASS RA-KOTKDR,Tharaka Nithi,Construction,ledger book,72677487,Pass,The owner provided financial values for only 2 months of 2025,3,"governance exists and consistent membership growth is documented, even though formal cooperative structure is limited.",1,"Operations are small-scale, informal, and self-reported — thus thin financial evidence and low credibility of figures.",3,Regular local sales; one channel; emerging quality practices,3,Direction clear; targets generic; budget rough,5,"Fully aligned to the Construction Value Chain,",4,Strong gender/youth participation; 1–2 green practices,,Tier 2,60,20,60,60,100,80,6,4,12,15,15,8,60,0,60,172,
application_388_bundle.zip,Applicant_388,BN-7ZCL6BX,Kiambu,Dairy,Bank statement,719429862,Pass,Meets all criteria,5,Rejestered more than 3 years,1,less than 5M,4,"Consistent sales, multi-channel, good differentiation",5,"Clear plan, targets, budget, risks, and partnerships",5,fills a critical node,3,Moderate inclusion,P1,Tier 2,100,20,80,100,100,80,10,4,16,25,15,8,78,5,73,113,
application_389_bundle.zip,Applicant_389, PVT-27ULQYM3,Nakuru,Dairy,Bank statement,721463265,Pass,Meets all criteria,3,Rejestered less than a year,1,less than 5M,5,,4,: Strong plan with minor gaps,4, clear node participation,4,"Youth participation,green practices",,Tier 2,60,20,100,80,80,80,6,4,20,20,12,8,70,0,70,132,
application_390_bundle (1).zip,Applicant_390, PVT-7LU5LRYB,Uasin Gishu,Dairy,Bank statement,724541388,Pass,Meets all criteria,4,Rejestered for 2 years,4,less than 10M,3,Regular local sales,2,Unclear resoucing,4,clear node participation,1,Low inclusion,,Tier 2,80,80,60,40,80,20,8,16,12,10,12,2,60,0,60,172,
application_391_bundle.zip,Applicant_391, CS/30494,Busia,Edible Oils,Bank statement,726410740,Pass,Meets all criteria,3,Regestered for 1 year,2,turn over less than 1M,3,Regular local sales,4,Strong plan with minor gaps,4, clear node participation,5,Includes all the 3 factors,,Tier 1,60,40,60,80,80,100,6,8,12,20,12,10,68,0,68,139,
application_392_bundle.zip,Applicant_392,10349,Kakamega,Construction,No evidence,713175151,Fail,No financial evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_393_bundle.zip,Applicant_393, CS/9261,Kisii,Other,Bank statement,726377258,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_394_bundle.zip,Applicant_394, DSD/37/207/01/92725,Kakamega,Dairy,Bank statement,740875025,Pass,Meets all criteria,3,Regestered less than a year,2,returns less thnan 1M,3,Regular local sales,4, Strong plan with minor gaps,4, clear node participation,5,"women,youths green practices and PWD included",,Tier 1,60,40,60,80,80,100,6,8,12,20,12,10,68,0,68,139,
application_395_bundle.zip,Applicant_395,CS/21382,Kiambu,Dairy,Bank statement,798237162,Pass,Meets all criteria,5,Regestered more than 3 years,3,turnover between 1M-5M,3,One channel,3,No risk mitigation,4,clear node participation,3, Moderate inclusion;,,Tier 1,100,60,60,60,80,60,10,12,12,15,12,6,67,0,67,142,
application_396_bundle.zip,Applicant_396, PVT-9XUGXAYP,Nyeri,Other,"Income statement 0726898167
",726898167,Fail,Out of scoop in value creteria,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_397_bundle.zip,Applicant_397,CS/929,Kiambu,Dairy,Bank statement,729345929,Pass,Meet all creteria,5,Regestered more than 3 years,3,: Turnover 1–<5M,3,No digital sales,4,Strong plan with minor gaps,5, fills a critical node ,4,"Green practices,women participation",,Tier 1,100,60,60,80,100,80,10,12,12,20,15,8,77,0,77,96,
application_398_bundle.zip,Applicant_398,CS/21577,Busia,Dairy,Bank satatement,717465105,Pass,Meet all creteria,5,Regestered more than 3 years,2,Sporadic records,4,No proof of contract,4,Budget is missing,5, fills a critical node,3, Moderate inclusion,,Tier 1,100,20,80,80,100,60,10,4,16,20,15,6,71,0,71,123,
application_399_bundle (1).zip Applicant 399,Applicant_399, ASS-A77AF23,Migori,Other,Bank statement,721566012,Fail,Out of scoop in the value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_400_bundle.zip,Applicant_400,CS/9621,Kisii,Other,"Income statement0702446134
",,Fail,Out of scoop in value chain,5,Regestered more than 3 years,1,Thin evidence,3, Regular local sales; ,4, Strong plan with minor,,,,,,,100,20,60,80,0,0,10,4,12,20,0,0,46,0,46,149,
application_401_bundle (1).zip,Applicant_401,PVT-7LU5V,Nairobi,Other,Income statement,700061030,Fail,Out of scoop in the value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_402_bundle.zip,Applicant_402,CS/27104,Tana River,Other,No financial evidence,719456304,Fail,No financial evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_403_bundle (1).zip,Applicant_403,CS/14103,kitui,Other,No financial evidence,722563719,Fail,"Out of scoop in value chain,No financial evidence",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_404_bundle.zip,Applicant_404, BTR/DSS/SHG/15515/2021,Kakamega,Other,Bank statement,712565623,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_405_bundle.zip,Applicant_405, C.68454,Nyeri,Dairy,Bank statement,705926443,Pass,Meets All criteria,5,Regestered more than 3 years,1,Irregular transaction,5,Active offtake,5, Clear problem,5,fills a critical node,4, Strong gender/youth participation; 1–2 green practices,,Tier 1,100,20,100,100,100,80,10,4,20,25,15,8,82,0,82,62,
application_406_bundle.zip,Applicant_406, DSD/17/86/01/78623,Makueni,Other,Mpesa statement,717715520,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_407_bundle.zip,Applicant_407,DSD/17/86/01/78623,Makueni,Other,Bank statement,717715520,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_408_bundle.zip,Applicant_408, BN-9PCKRYM2,Nairobi,Other,Bank statement,714273397,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_409_bundle.zip,Applicant_409, CS964,Nyeri,Dairy,Balance sheet,700035341,Fail,Thin evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_410_bundle.zip,Applicant_410, ASS-9A80292,Homa Bay,Textile,Bank satatement,711193855,Pass,Meet all creteria,5,Regestered more than 3 years,5,more than 10M,4,"consistent orders, growing channels",4,"consistent orders, growing channels",5,critical processing/production node,5,"80&women,100& women leaders,youths vailability",,Tier 1,100,100,80,80,100,100,10,20,16,20,15,10,91,0,91,22,
application_411_bundle (1).zip,Applicant_411, PVT-RXURPE6,Nairobi,Construction,Bank statement,710773796,Pass,Meets All criteria,5,Regestered more than 3 years,2, sporadic records.,4,"Consistent monthly orders, growing channels, some quality assurance).",4,Strong plan with minor gaps,4,Clear node participation,4,strong women/youth participation,,Tier 1,100,40,80,80,80,80,10,8,16,20,12,8,74,0,74,108,
application_412_bundle.zip,Applicant_412, CS/525,Kisii,Other,No financial evidence,724468150,Fail,"Out of scoop in value chain,No financial evidence",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_413_bundle.zip,Applicant_413,968,Nyeri,Other,No financial evidence,727026984,Fail,"Out of scoop in value chain,No financial evidence",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_414_bundle.zip,Applicant_414, CS/526,Kisii,Other,No financial evidence,,Fail,"Out of scoop in value chain,No financial evidence",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_415_bundle.zip,Applicant_415,CS/30635,Kakamega,Other,Bank statement,726790548,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_416_bundle.zip,Applicant_416, BN/2012/201703,Mombasa,Blue Economy,No finacial evidence,71128008,Fail,No financial evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_417_bundle.zip,Applicant_417, CS/24257,Kisii,Dairy,Income statement,712598387,Pass,Meets All criteria,5,Regestered for more thna 3 years,5,more than 10M cash inflow after tax,3,"Regular local sales, one main channel, emerging quality practices",4,"(Strong plan, minor gaps",5, fills a critical node,1,Token inclusion; no green practice.,,Tier 1,100,100,60,80,100,20,10,20,12,20,15,2,79,0,79,81,
application_418_bundle (1).zip,Applicant_418,BN-9PCKDQGB,Makueni,Other,Bank statement,742220444,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_419_bundle (1).zip,Applicant_419, Cs/26761,Nyeri,Dairy,Invalid Bank statement,722332374,Fail,Invalid financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_420_bundle (1).zip,Applicant_420, CPR/2012/75297,Makueni,Construction,Invalid cash book,729676686,Fail,Invalid financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_421_bundle.rar,Applicant_421,PVT-KAU5PM3,Embu,Textile,Bank Statement,724699330,Pass,Meets all requirements,5,Registered ≥ 3 yrs with clear governance,4,Consistent turnover & verified bank activity,5,Institutional clients + digital sales,4,Expansion plan and targets,5,Priority VC (Textiles),4,Women + youth involvement,,Tier 1,100,80,100,80,100,80,10,16,20,20,15,8,89,0,89,30,
application_422_bundle.zip,Applicant_422, ASS-A6S7LD,Mandera,Leather,Bank Statements,728120000,Pass,Meets all requirements,3,"Registered and active, but still operating as an informal MSME cluster with minimal formal governance structures.",3,"Turnover remains below 1M in most years, suggesting micro-scale but ongoing operations with some reinvestment.",4,"Demonstrates stable B2B demand and clear market channels, with growing competitiveness ambitions.",4,"Structured and ambitious proposal with quantified targets and costed investments, though lacking detailed timelines and risk framework.",5,Priority VC; fills a critical node (aggregation/processing); documented linkages upstream & downstream,4,Strong gender/youth participation; 1–2 green practices,P2,Tier 1,60,60,80,80,100,80,6,12,16,20,15,8,77,3,74,108,
application_423_bundle.zip,Applicant_423, CS/30641,Nyamira,Edible Oils,Bank statement,722209650,Pass,All documents presented,3,"Meets the basic threshold of legal registration and functioning operations but lacks long-term track record., registered <1 year",4,"Solid and verifiable financial activity with an upward trend, though not yet consistently above 10M.",5,Clear commercial buyer relationship and sustained transactions confirm strong market traction,4,Well-structured proposal with evidence of planning and execution capability; refinement needed for full investment-readiness.,5,Directly fits “Priority VC; fills a critical node (aggregation/processing); documented linkages upstream & downstream,3,Meets moderate inclusion and environmental consciousness thresholds but lacks formalized sustainability tracking.,,,60,80,100,80,100,60,6,16,20,20,15,6,83,0,83,58,
application_424_bundle.zip,Applicant_424, CS/7971,Bomet,Dairy,Invalid Bank statement,724107674,Fail,Invalid financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_425_bundle.zip,Applicant_425, BN-2RC5jZXZ,Makueni,Other,Bank  statement,769094030,Fail,Out of scoop in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_426_bundle.zip,Applicant_426, PVT/2016/025563,Baringo,Other,Invalid financial statement,724418589,Fail,"Out of scoop in value chain,invalid financial evidence",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
